iter	RMSE
1093	0.5760263931
1094	0.5760145808
1095	0.5759726919
1096	0.5759248189
1097	0.5758772878
1098	0.5758446818
1099	0.5758083572
1100	0.5757747374
1101	0.5757150779
1102	0.5756623757
1103	0.5756292541
1104	0.5755807891
1105	0.5755422284
1106	0.5754975855
1107	0.5754509476
1108	0.5753821936
1109	0.5753231091
1110	0.5752809773
1111	0.5752290778
1112	0.5751999163
1113	0.5751697285
1114	0.575136833
1115	0.5750962989
1116	0.5750560052
1117	0.5750089381
1118	0.5749660297
1119	0.574936059
1120	0.5748992836
1121	0.5748481213
1122	0.5748103229
1123	0.5747601301
1124	0.5747096884
1125	0.5746718244
1126	0.5746112752
1127	0.5745821587
1128	0.5745252806
1129	0.5744834396
1130	0.5744283884
1131	0.5743978006
1132	0.5743517304
1133	0.5743208085
1134	0.5742692229
1135	0.5742287182
1136	0.5741996679
1137	0.574143207
1138	0.5740930207
1139	0.5740540363
1140	0.574017894
1141	0.5739608299
1142	0.5739369516
1143	0.5738941758
1144	0.5738663058
1145	0.5738177976
1146	0.5737909661
1147	0.5737641648
1148	0.5736812174
1149	0.5736508364
1150	0.5736094688
1151	0.5735748129
1152	0.5735405614
1153	0.5735008012
1154	0.5734517546
1155	0.5733986717
1156	0.5733664312
1157	0.5733215548
1158	0.5732730207
1159	0.5732283298
1160	0.5731758444
1161	0.5731459466
1162	0.5731106671
1163	0.5730782856
1164	0.5730538998
1165	0.5730278951
1166	0.5730024386
1167	0.5729676468
1168	0.5729192348
1169	0.57285096
1170	0.5728068977
1171	0.5727792494
1172	0.5727413568
1173	0.5727102843
1174	0.5726726023
1175	0.5726400179
1176	0.5725852574
1177	0.5725528874
1178	0.5725070742
1179	0.5724641608
1180	0.5724343022
1181	0.5723853063
1182	0.572339902
1183	0.5723021829
1184	0.5722692339
1185	0.572232348
1186	0.5721988401
1187	0.5721685423
1188	0.5721341656
1189	0.5720811615
1190	0.5720403851
1191	0.5719995476
1192	0.571950919
1193	0.5719091702
1194	0.5718699005
1195	0.5718148363
1196	0.5717734326
1197	0.5717359755
1198	0.5716904117
1199	0.5716684583
1200	0.5716225508
1201	0.5715938474
1202	0.5715498997
1203	0.5715229759
1204	0.5714869697
1205	0.5714609696
1206	0.571421763
1207	0.5713884415
1208	0.5713523906
1209	0.5713173744
1210	0.5712826518
1211	0.5712541802
1212	0.5712074945
1213	0.5711637773
1214	0.571130962
1215	0.5710813139
1216	0.5710374441
1217	0.571002398
1218	0.5709585432
1219	0.5709185666
1220	0.5708581652
1221	0.5708177099
1222	0.5707814556
1223	0.5707668613
1224	0.5707041837
1225	0.57066542
1226	0.5706317882
1227	0.5705968778
1228	0.5705525839
1229	0.5705159066
1230	0.570485841
1231	0.5704439176
1232	0.570421003
1233	0.5703565527
1234	0.5702972097
1235	0.5702613138
1236	0.5702213344
1237	0.5701852838
1238	0.5701592193
1239	0.5701302231
1240	0.5700944432
1241	0.5700579765
1242	0.5700123354
1243	0.5699672813
1244	0.569932442
1245	0.5698884776
1246	0.5698420617
1247	0.5698083329
1248	0.5697616937
1249	0.5697192254
1250	0.5696810919
1251	0.5696419058
1252	0.5696101162
1253	0.5695566908
1254	0.5695198115
1255	0.5694896683
1256	0.5694451889
1257	0.5694094685
1258	0.5693807944
1259	0.5693523476
1260	0.5693158788
1261	0.5692710383
1262	0.5692424497
1263	0.5692122931
1264	0.5691612547
1265	0.5691266061
1266	0.5690720569
1267	0.5690365612
1268	0.5689937134
1269	0.5689420963
1270	0.5688941574
1271	0.5688434396
1272	0.5687992389
1273	0.5687645613
1274	0.5687259796
1275	0.5686863527
1276	0.5686418652
1277	0.5686124046
1278	0.5685645455
1279	0.5685060797
1280	0.5684825554
1281	0.5684466176
1282	0.5684012564
1283	0.5683534962
1284	0.5683156407
1285	0.568271206
1286	0.5682372552
1287	0.5681993104
1288	0.5681833654
1289	0.5681470337
1290	0.568112594
1291	0.5680859378
1292	0.5680355723
1293	0.5680082759
1294	0.5679780533
1295	0.5679521635
1296	0.5678977828
1297	0.5678605781
1298	0.5678270376
1299	0.5677970457
1300	0.5677538085
1301	0.5677016117
1302	0.5676627569
1303	0.5676217523
1304	0.5675618285
1305	0.5675232988
1306	0.5674953629
1307	0.5674687061
1308	0.5674365701
1309	0.5673953532
1310	0.5673459523
1311	0.567312135
1312	0.5672648351
1313	0.5672395863
1314	0.5672108416
1315	0.5671911925
1316	0.567155508
1317	0.5670959667
1318	0.5670614884
1319	0.5669958176
1320	0.5669663367
1321	0.5669334671
1322	0.5669005147
1323	0.566866329
1324	0.5668195794
1325	0.5667791694
1326	0.5667380422
1327	0.5666979899
1328	0.5666710678
1329	0.5666450902
1330	0.5666154183
1331	0.5665783591
1332	0.5665347514
1333	0.5665078771
1334	0.5664694283
1335	0.5664231149
1336	0.5663846218
1337	0.5663432103
1338	0.5663161393
1339	0.5662918468
1340	0.566263712
1341	0.5662342922
1342	0.5661883307
1343	0.5661503508
1344	0.5661169919
1345	0.5660812097
1346	0.5660512815
1347	0.5660223348
1348	0.5659956652
1349	0.5659492256
1350	0.5659091207
1351	0.5658701093
1352	0.56582189
1353	0.5657834253
1354	0.5657326361
1355	0.5656969527
1356	0.5656686064
1357	0.565638463
1358	0.5656171371
1359	0.5655698331
1360	0.565522512
1361	0.5654946658
1362	0.5654619673
1363	0.5654213201
1364	0.5653859826
1365	0.5653251378
1366	0.5652808675
1367	0.5652352673
1368	0.5651932949
1369	0.5651649558
1370	0.5651342632
1371	0.5650932328
1372	0.5650636814
1373	0.5650376056
1374	0.5650081533
1375	0.5649680858
1376	0.5649220126
1377	0.5648940892
1378	0.5648546356
1379	0.5648237322
1380	0.5647892085
1381	0.5647567467
1382	0.564725194
1383	0.5646885083
1384	0.5646441937
1385	0.5645936041
1386	0.5645642608
1387	0.5645339818
1388	0.5645012453
1389	0.5644751912
1390	0.5644301033
1391	0.5643959653
1392	0.5643570523
1393	0.5643225409
1394	0.5642967731
1395	0.5642656762
1396	0.5642321251
1397	0.5641844658
1398	0.5641570073
1399	0.564120021
1400	0.5640862714
1401	0.5640400661
1402	0.564010088
1403	0.5639772085
1404	0.5639506723
1405	0.5639078916
1406	0.563859539
1407	0.5638229515
1408	0.5637869134
1409	0.563776877
1410	0.5637387664
1411	0.5637264977
1412	0.5636917403
1413	0.5636361244
1414	0.5636067633
1415	0.5635482892
1416	0.5635182018
1417	0.5634788907
1418	0.5634382624
1419	0.5633727748
1420	0.5633375794
1421	0.563304719
1422	0.5632624967
1423	0.5632314266
1424	0.5632039414
1425	0.5631632445
1426	0.5631137922
1427	0.5630737321
1428	0.5630418203
1429	0.5630129399
1430	0.562985945
1431	0.5629490617
1432	0.5629074781
1433	0.5628866522
1434	0.5628391029
1435	0.562805305
1436	0.5627572258
1437	0.5627216511
1438	0.5626936342
1439	0.5626688237
1440	0.5626245744
1441	0.562619297
1442	0.5625921087
1443	0.5625513321
1444	0.5625251519
1445	0.562460405
1446	0.5624212819
1447	0.5623968605
1448	0.5623497125
1449	0.5623169761
1450	0.5622793238
1451	0.5622683334
1452	0.5622215803
1453	0.5622027367
1454	0.5621655066
1455	0.5621397888
1456	0.5621060239
1457	0.5620659654
1458	0.5620132043
1459	0.5619853791
1460	0.5619550957
1461	0.5619181829
1462	0.5618873305
1463	0.5618561818
1464	0.5618261892
1465	0.5617904837
1466	0.5617519761
1467	0.5617041686
1468	0.5616439126
1469	0.5616147391
1470	0.561586946
1471	0.5615414972
1472	0.5614809312
1473	0.5614486817
1474	0.5614196026
1475	0.5613830246
1476	0.5613461429
1477	0.5612963127
1478	0.5612869139
1479	0.5612395745
1480	0.5611914159
1481	0.5611588973
1482	0.5611396519
1483	0.5611050332
1484	0.5610945415
1485	0.5610770825
1486	0.5610505202
1487	0.5610222803
1488	0.5609801227
1489	0.5609407931
1490	0.5608984423
1491	0.5608711555
1492	0.5608251567
1493	0.5607834671
1494	0.5607424201
1495	0.5606981565
1496	0.560666168
1497	0.560634436
1498	0.5606070676
1499	0.5605757247
1500	0.5605336464
1501	0.5605125716
1502	0.5604867574
1503	0.5604600177
1504	0.560421298
1505	0.5603877614
1506	0.5603625352
1507	0.5603360344
1508	0.5603036942
1509	0.5602571406
1510	0.5602262049
1511	0.5601791602
