iter	RMSE
1512	0.5601436567
1513	0.5600871023
1514	0.5600384077
1515	0.5600026708
1516	0.5599643427
1517	0.5599269256
1518	0.5598977832
1519	0.559856783
1520	0.5598263824
1521	0.5597895256
1522	0.559748219
1523	0.55971358
1524	0.5597030198
1525	0.5596966775
1526	0.5596579917
1527	0.5596496611
1528	0.5596235535
1529	0.559576135
1530	0.5595250243
1531	0.5595011781
1532	0.5594608072
1533	0.5594078114
1534	0.5593760489
1535	0.559332346
1536	0.5593097618
1537	0.559265573
1538	0.5592301192
1539	0.5592029492
1540	0.5591655547
1541	0.5591425697
1542	0.5591139588
1543	0.5590831982
1544	0.5590514227
1545	0.5590343479
1546	0.5590073336
1547	0.5589662989
1548	0.5589400888
1549	0.5588988255
1550	0.5588469422
1551	0.5588093398
1552	0.5587783242
1553	0.5587452047
1554	0.5587096731
1555	0.5586807698
1556	0.5586364602
1557	0.5586111141
1558	0.5585626218
1559	0.5585107802
1560	0.5584860137
1561	0.5584495223
1562	0.5584159591
1563	0.5583817491
1564	0.5583532365
1565	0.5583212577
1566	0.5582920437
1567	0.5582535325
1568	0.5582242564
1569	0.5582012234
1570	0.5581777613
1571	0.558142053
1572	0.5581013953
1573	0.5580731761
1574	0.5580337358
1575	0.5579954105
1576	0.5579640383
1577	0.5579256273
1578	0.5579047699
1579	0.557859838
1580	0.5578413721
1581	0.5578117338
1582	0.5577831729
1583	0.5577390846
1584	0.5577014156
1585	0.5576625719
1586	0.5576368594
1587	0.5576071564
1588	0.5575836983
1589	0.5575456655
1590	0.5575126922
1591	0.5574800779
1592	0.5574740574
1593	0.5574383133
1594	0.5574324968
1595	0.5573609897
1596	0.5573299783
1597	0.5573015175
1598	0.5572724917
1599	0.5572550666
1600	0.5572295477
1601	0.5571923374
1602	0.5571641576
1603	0.5571354399
1604	0.5571051095
1605	0.5570456008
1606	0.5570229692
1607	0.5570021849
1608	0.5569748363
1609	0.5569281386
1610	0.5568962206
1611	0.5568489981
1612	0.5568157356
1613	0.5568068097
1614	0.5567645176
1615	0.5567289849
1616	0.5567083023
1617	0.5566691649
1618	0.5566397374
1619	0.5566000992
1620	0.556568848
1621	0.5565433151
1622	0.556516681
1623	0.5564861472
1624	0.5564579211
1625	0.5564084343
1626	0.5563610429
1627	0.5563282905
1628	0.5562815522
1629	0.5562544964
1630	0.5562255987
1631	0.5561795224
1632	0.5561520327
1633	0.5561173502
1634	0.5560808918
1635	0.5560449637
1636	0.5560032225
1637	0.555975277
1638	0.5559503532
1639	0.5559284018
1640	0.5558860586
1641	0.5558523974
1642	0.555818564
1643	0.5557970939
1644	0.5557700345
1645	0.555749121
1646	0.555720034
1647	0.5556959432
1648	0.5556648818
1649	0.5556356009
1650	0.5555806446
1651	0.5555536023
1652	0.5555221752
1653	0.5554892324
1654	0.5554314508
1655	0.5554030485
1656	0.5553687202
1657	0.5553541469
1658	0.5553312038
1659	0.5553134364
1660	0.5552814479
1661	0.5552549881
1662	0.5552216856
1663	0.5551628118
1664	0.5551148939
1665	0.5550884121
1666	0.5550527552
1667	0.5550165496
1668	0.5549862851
1669	0.5549563507
1670	0.5549263171
1671	0.5549052539
1672	0.5548800406
1673	0.5548534276
1674	0.5548213342
1675	0.5547885761
1676	0.5547584021
1677	0.5547309749
1678	0.5547064965
1679	0.5546752918
1680	0.5546427888
1681	0.5546135204
1682	0.5545695663
1683	0.5545412615
1684	0.5545073262
1685	0.5544610136
1686	0.5544252983
1687	0.5543810446
1688	0.5543431906
1689	0.5543183855
1690	0.5542773609
1691	0.5542493449
1692	0.5542131756
1693	0.554187111
1694	0.5541633023
1695	0.5541147846
1696	0.5540639544
1697	0.5540450183
1698	0.5540390249
1699	0.5539912794
1700	0.5539711992
1701	0.5539430865
1702	0.5538960493
1703	0.5538585749
1704	0.5538334631
1705	0.553796864
1706	0.5537770859
1707	0.5537475087
1708	0.5537269733
1709	0.5536874433
1710	0.5536408645
1711	0.5536036924
1712	0.5535583947
1713	0.5535254699
1714	0.5534797685
1715	0.5534541176
1716	0.5534179187
1717	0.5533903456
1718	0.5533556688
1719	0.5533194082
1720	0.553288786
1721	0.553259545
1722	0.5532529704
1723	0.553223006
1724	0.5531872607
1725	0.5531368512
1726	0.5530982995
1727	0.5530661843
1728	0.5530399787
1729	0.553018782
1730	0.5529868572
1731	0.5529512022
1732	0.5529241879
1733	0.5528716778
1734	0.5528417007
1735	0.5528070104
1736	0.5527761701
1737	0.5527403699
1738	0.5527154974
1739	0.5526963462
1740	0.5526654201
1741	0.5526360889
1742	0.55261047
1743	0.5525861341
1744	0.552562518
1745	0.5525367665
1746	0.5524833316
1747	0.5524676249
1748	0.5524378445
1749	0.552406438
1750	0.5523808874
1751	0.5523449691
1752	0.5522958881
1753	0.5522588297
1754	0.5522408693
1755	0.5522165198
1756	0.5521712396
1757	0.5521684923
1758	0.5521281263
1759	0.552104381
1760	0.5520739814
1761	0.5520394969
1762	0.5520123069
1763	0.5519827723
1764	0.5519566161
1765	0.5519269438
1766	0.5519019305
1767	0.5518763629
1768	0.5518569896
1769	0.5518152832
1770	0.5517923352
1771	0.5517578684
1772	0.5517287935
1773	0.5517027521
1774	0.5516796766
1775	0.5516522154
1776	0.5516215152
1777	0.55159547
1778	0.5515579005
1779	0.5515342024
1780	0.5514942235
1781	0.5514603974
1782	0.5514282515
1783	0.5513898802
1784	0.5513543519
1785	0.5513242993
1786	0.5512910351
1787	0.5512538113
1788	0.5512150847
1789	0.5511894811
1790	0.5511470409
1791	0.5511144033
1792	0.5510971616
1793	0.55105673
1794	0.5510257715
1795	0.5509819311
1796	0.5509532904
1797	0.5509317147
1798	0.5509053451
1799	0.5508817692
1800	0.5508455839
1801	0.5508205608
1802	0.5507905997
1803	0.5507607817
1804	0.5507199391
1805	0.5506912703
1806	0.5506637055
1807	0.5506315529
1808	0.5505977682
1809	0.5505650708
1810	0.5505326416
1811	0.5505035959
1812	0.5504528519
1813	0.550427414
1814	0.550403382
1815	0.5503690792
1816	0.5503421189
1817	0.5503087923
1818	0.5502700819
1819	0.5502527698
1820	0.550220608
1821	0.5501881142
1822	0.5501594385
1823	0.5501272313
1824	0.550098902
1825	0.5500486956
1826	0.5500180804
1827	0.5499676653
1828	0.5499310177
1829	0.5499218659
1830	0.5499005503
1831	0.5498689114
1832	0.5498457781
1833	0.5498209872
1834	0.5497979926
1835	0.5497578838
1836	0.549737445
1837	0.5497023837
1838	0.5496685428
1839	0.5496292979
1840	0.5495940157
1841	0.5495554558
1842	0.5495267757
1843	0.5494843405
1844	0.5494471736
1845	0.5494167433
1846	0.5493817055
1847	0.5493464196
1848	0.5493180424
1849	0.5492760983
1850	0.5492432663
1851	0.5492010899
1852	0.5491572091
1853	0.5491263871
1854	0.5490924878
1855	0.5490505108
1856	0.5490135459
1857	0.5489844793
1858	0.5489454213
1859	0.5489223069
1860	0.5489088952
1861	0.5488842612
1862	0.548863002
1863	0.5488292067
1864	0.5488076554
1865	0.5487788723
1866	0.5487238825
1867	0.5487011326
1868	0.5486789836
1869	0.5486571712
1870	0.5486231626
1871	0.5485823642
1872	0.5485563859
1873	0.5485200742
1874	0.5484938684
1875	0.5484595565
1876	0.5484303535
1877	0.5483976374
1878	0.5483765633
1879	0.5483477557
1880	0.5483193199
1881	0.5482736532
1882	0.5482471396
1883	0.5482162998
1884	0.5481917734
1885	0.5481702992
1886	0.5481439061
1887	0.5481093966
1888	0.5480802193
1889	0.5480412305
1890	0.5480217462
1891	0.5479998842
1892	0.5479638896
1893	0.5479279289
1894	0.5478882908
1895	0.5478622128
1896	0.5478383536
1897	0.5478066501
1898	0.5477799969
1899	0.5477317904
1900	0.5476998403
1901	0.5476579772
1902	0.5476177331
1903	0.5475943766
1904	0.5475776417
1905	0.5475505964
1906	0.5475208606
1907	0.5474921938
1908	0.5474478384
1909	0.547423647
1910	0.5473821142
1911	0.5473411497
1912	0.5473160119
1913	0.5472820826
1914	0.5472456679
1915	0.5472279778
1916	0.5471781874
1917	0.5471669873
1918	0.547146752
1919	0.5471196778
1920	0.5470825004
1921	0.5470415805
1922	0.5469971643
1923	0.5469552071
1924	0.5469255039
1925	0.5468932208
1926	0.5468695604
1927	0.5468474081
1928	0.546819965
1929	0.5467836698
1930	0.5467746416
1931	0.5467372825
1932	0.546696775
1933	0.546670105
1934	0.5466497014
1935	0.546619175
1936	0.5465883745
1937	0.5465392177
1938	0.5465157591
1939	0.546502456
1940	0.5464716336
1941	0.5464378138
1942	0.5464043425
1943	0.5463808687
1944	0.5463452105
1945	0.5463101177
1946	0.5462907259
1947	0.5462539549
1948	0.5462235214
1949	0.5461884475
1950	0.5461557829
1951	0.5461270165
1952	0.5460932582
1953	0.5460620677
1954	0.5460343363
1955	0.5460110122
1956	0.5459836677
1957	0.545953931
1958	0.545922308
1959	0.5458999604
1960	0.5458719822
1961	0.5458519153
1962	0.545824403
1963	0.5457992673
1964	0.5457667062
1965	0.5457434518
1966	0.5457106814
1967	0.5456837024
1968	0.5456739368
1969	0.5456449046
1970	0.5456225615
1971	0.5455911085
1972	0.5455671625
1973	0.5455288017
1974	0.5455004144
1975	0.5454770454
1976	0.5454386008
1977	0.5454059765
1978	0.5453805717
1979	0.5453442965
1980	0.5453069701
1981	0.5452699335
1982	0.5452405101
1983	0.545221003
1984	0.5451723079
1985	0.5451409978
1986	0.5451116485
1987	0.5450774156
1988	0.5450452023
1989	0.5450156891
1990	0.5449916218
1991	0.5449647036
1992	0.5449391616
1993	0.5449106896
1994	0.5448568756
1995	0.5448336949
1996	0.5448274206
1997	0.5448019822
1998	0.5447722457
